,Unnamed: 0,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
119,119,1.0,1.0,,42.35564,-71.15746,2.8,1.2,3.0,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,55.0,2.0,0.0,4.96,4.96,5.0,4.98,4.81,4.91
120,120,1.0,2.0,,42.351,-71.08899,4.0,1.2,1.0,1.5,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,0,0,0,27.0,0.0,0.0,4.44,4.37,4.67,4.67,4.81,4.26
121,121,2.0,2.0,,42.35884,-71.06332,2.0,1.0,1.0,1.0,13.6,365,12.7,13.1,1125.0,1125.0,14.5,1125.0,,28,58,88,23.0,1.0,0.0,4.8,4.88,4.85,4.91,4.98,4.75
122,122,1.0,1.0,,42.29742,-71.157,4.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,3.0,0.0,0.0,4.67,4.33,5.0,5.0,4.67,4.67
123,123,39.0,75.0,,42.32213,-71.06094,6.0,1.0,3.0,3.0,30.0,90,30.0,30.0,90.0,90.0,30.0,90.0,,3,3,3,31.0,0.0,0.0,4.39,4.87,4.9,4.61,4.32,4.61
124,124,1.0,1.0,,42.35844,-71.06153,2.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
125,125,5.0,5.0,,42.32843,-71.09369,4.0,1.0,1.0,1.0,2.0,150,2.0,4.0,150.0,150.0,2.3,150.0,,20,50,80,23.0,40.0,1.0,4.78,4.9,4.96,4.96,4.66,4.74
126,126,31.0,34.0,,42.31676,-71.08,1.0,1.0,2.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,6.0,0.0,0.0,4.33,4.67,5.0,5.0,4.8,4.17
127,127,1.0,1.0,,42.3,-71.1,2.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,0,0,0,6.0,6.0,0.0,4.83,5.0,5.0,5.0,5.0,5.0
128,128,31.0,34.0,,42.31676,-71.08,1.0,1.0,2.0,1.0,13.6,1000,12.7,13.1,1000.0,1000.0,14.5,1000.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
129,129,1.0,2.0,,42.35792,-71.06432,2.0,1.0,1.0,2.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,60,90,23.0,0.0,0.0,4.91,4.95,4.96,4.97,4.98,4.78
130,130,1.0,2.0,,42.31016,-71.10582,2.0,1.2,2.0,1.5,29.0,31,29.0,29.0,31.0,31.0,29.0,31.0,,18,22,48,129.0,0.0,0.0,4.88,4.87,4.97,4.98,4.77,4.83
131,131,3.0,21.0,,42.38679,-71.00271,4.0,1.2,1.0,3.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,30,60,90,90.0,0.0,0.0,4.38,4.71,4.83,4.58,4.81,4.56
132,132,2.0,3.0,,42.28969,-71.13183,2.0,1.5,1.0,2.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,15,45,75,72.0,6.0,1.0,4.92,4.89,4.96,4.97,4.79,4.86
133,133,1.0,3.0,,42.33765,-71.07434,4.0,1.0,2.0,2.0,29.0,180,29.0,29.0,180.0,180.0,29.0,180.0,,0,0,0,23.0,3.0,1.0,4.83,4.93,4.91,4.94,4.8,4.75
134,134,1.0,1.0,,42.31826,-71.09956,2.0,1.0,1.0,1.0,2.0,10,2.0,2.0,10.0,10.0,2.0,10.0,,0,0,0,23.0,31.0,0.0,4.92,4.98,4.92,4.92,4.77,4.93
135,135,49.0,115.0,,42.36721113952561,-71.05260243826824,2.0,1.0,1.0,1.0,9.0,1125,9.0,9.0,1125.0,1125.0,9.0,1125.0,,13,43,73,61.0,0.0,0.0,4.72,4.82,4.77,4.75,4.9,4.73
136,136,1.0,1.0,,42.3357,-71.05395,7.0,1.5,3.0,3.0,1.0,29,1.0,2.0,1125.0,1125.0,1.0,1125.0,,6,24,46,23.0,7.4,0.3,4.91,4.93,4.97,4.97,4.76,4.83
137,137,4.0,4.0,,42.31063344940129,-71.10855891982172,6.0,1.2,2.0,1.5,2.0,14,2.0,2.0,14.0,14.0,2.0,14.0,,18,37,59,58.0,30.0,0.0,4.88,4.86,4.86,4.91,4.98,4.74
138,138,1.0,3.0,,42.35491,-71.07463,2.0,1.2,1.0,1.5,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,0,0,0,15.0,0.0,0.0,4.8,4.6,4.8,4.73,5.0,4.8
139,139,49.0,115.0,,42.366747719022264,-71.05288415197064,2.0,1.0,0.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,29,59,89,28.0,0.0,0.0,4.93,4.96,4.86,4.93,5.0,4.79
140,140,1.0,3.0,,42.28547,-71.06799,1.0,1.0,1.0,1.0,13.6,91,12.7,13.1,91.0,91.0,14.5,91.0,,28,58,88,14.0,1.0,1.0,5.0,4.93,5.0,5.0,4.57,4.93
141,141,2.0,2.0,,42.31246,-71.10793,1.0,1.0,1.0,1.0,29.0,120,29.0,29.0,120.0,120.0,29.0,120.0,,18,48,78,49.0,1.0,0.0,4.69,4.76,4.85,4.9,4.85,4.63
142,142,1.0,1.0,,42.34853,-71.09256,4.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
143,143,6.0,14.0,,42.32971,-71.0931,3.0,1.0,1.0,2.0,2.0,110,1.0,2.0,1125.0,1125.0,2.0,1125.0,,13,28,35,23.0,7.4,0.3,4.95,4.98,4.97,4.98,4.66,4.83
144,144,11.0,11.0,,42.34128,-71.07607,2.0,1.0,0.0,1.0,33.0,1125,33.0,33.0,1125.0,1125.0,33.0,1125.0,,30,37,42,78.0,4.0,0.0,4.71,4.84,4.92,4.88,4.82,4.58
145,145,1.0,1.0,,42.33678,-71.15237,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
146,146,2.0,4.0,,42.38829,-71.00437,1.0,1.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,28,58,88,5.0,0.0,0.0,4.4,5.0,4.6,4.8,4.6,4.0
147,147,1.0,1.0,,42.31128,-71.10981,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
148,148,11.0,11.0,,42.34128,-71.07607,5.0,1.0,2.0,3.0,33.0,1125,33.0,33.0,1125.0,1125.0,33.0,1125.0,,7,25,55,23.0,1.0,0.0,4.82,4.94,4.96,4.94,4.9,4.76
149,149,11.0,11.0,,42.34128,-71.07607,4.0,1.0,1.0,2.0,31.0,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,16,16,16,88.0,6.0,1.0,4.83,4.9,4.93,4.9,4.91,4.72
150,150,1.0,2.0,,42.35309,-71.14822,5.0,2.0,3.0,1.5,45.0,270,32.0,45.0,270.0,270.0,44.1,270.0,,29,49,49,14.0,2.0,0.0,4.64,4.64,4.93,4.93,4.71,4.64
151,151,6.0,14.0,,42.32942,-71.09149,1.0,1.0,1.0,1.0,2.0,110,1.0,2.0,1125.0,1125.0,2.0,1125.0,,12,36,36,23.0,7.4,0.3,4.93,4.95,4.96,4.94,4.66,4.83
152,152,135.0,156.0,,42.36017,-71.06346,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,15,44,74,23.0,32.0,2.0,4.57,4.69,4.83,4.84,4.95,4.5
153,153,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,11,41,71,107.0,7.0,0.0,4.58,4.69,4.88,4.83,4.95,4.42
154,154,135.0,156.0,,42.34447,-71.07644,2.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,21,51,81,23.0,1.0,0.0,4.56,4.76,4.84,4.79,4.92,4.43
155,155,135.0,156.0,,42.34982,-71.08264,2.0,1.0,0.0,1.0,29.0,1124,1.0,1.0,1125.0,1125.0,1.0,1125.0,,14,43,67,23.0,0.0,0.0,4.6,4.75,4.91,4.84,4.96,4.52
156,156,6.0,14.0,,42.32965,-71.0932,1.0,1.0,1.0,1.0,2.0,110,1.0,2.0,1125.0,1125.0,2.0,1125.0,,8,8,16,23.0,7.4,0.3,4.93,4.92,4.98,4.98,4.7,4.77
157,157,11.0,14.0,,42.32397,-71.09085,2.8,1.5,3.0,1.5,3.0,90,3.0,5.0,90.0,90.0,3.0,90.0,,17,47,77,113.0,9.0,0.0,4.73,4.86,4.88,4.82,4.34,4.75
158,158,8.0,8.0,,42.34301,-71.07304,2.0,1.0,1.0,1.0,13.6,365,4.0,13.1,365.0,365.0,14.5,365.0,,30,60,90,30.0,8.0,1.0,4.87,4.9,4.9,4.9,4.97,4.77
159,159,6.0,14.0,,42.32967,-71.09328,3.0,1.0,0.0,2.0,2.0,64,1.0,2.0,64.0,64.0,2.0,64.0,,14,36,47,23.0,7.4,0.3,4.9,4.91,4.95,4.96,4.66,4.75
160,160,31.0,34.0,,42.31676,-71.08,1.0,2.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,7.0,0.0,0.0,4.86,5.0,5.0,5.0,4.8,4.86
161,161,31.0,34.0,,42.31676,-71.08,1.0,1.0,2.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,1.0,0.0,0.0,4.8,5.0,5.0,5.0,4.8,4.0
162,162,12.0,22.0,,42.36452,-71.06928,5.0,2.0,2.0,2.0,75.0,1125,4.0,75.0,1125.0,1125.0,57.0,1125.0,,0,0,0,17.0,0.0,0.0,4.71,4.76,4.82,4.82,4.88,4.59
163,163,3.0,3.0,,42.378693,-71.035088,2.8,1.0,2.0,1.5,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,23,53,76,23.0,7.4,1.0,4.85,4.89,4.95,4.91,4.68,4.68
164,164,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,19,49,79,23.0,14.0,0.0,4.65,4.76,4.84,4.85,4.95,4.55
165,165,31.0,34.0,,42.31676,-71.08,1.0,2.0,2.0,1.0,13.6,1000,12.7,13.1,1000.0,1000.0,14.5,1000.0,,30,60,90,4.0,0.0,0.0,4.5,5.0,5.0,4.75,4.8,4.75
166,166,1.0,3.0,,42.33245,-71.10642,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
167,167,3.0,6.0,,42.34341,-71.15451,1.0,1.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,13,43,73,19.0,2.0,0.0,5.0,5.0,5.0,4.95,5.0,4.84
168,168,2.0,2.0,,42.34765,-71.15509,2.8,2.0,1.3,1.5,3.0,30,2.0,3.0,30.0,30.0,3.0,30.0,,16,46,76,23.0,32.0,0.3,4.89,4.88,4.97,4.94,4.87,4.87
169,169,1.0,1.0,,42.3,-71.12762,7.0,2.0,2.0,2.0,29.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,26,56,86,113.0,8.0,0.0,4.59,4.71,4.86,4.79,4.38,4.7
170,170,5.0,6.0,,42.35914,-71.13348,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,3.0,0.0,0.0,5.0,4.67,5.0,5.0,5.0,5.0
171,171,1.0,3.0,,42.35111,-71.1,1.0,1.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,21,51,81,28.0,2.0,0.0,4.79,4.93,4.96,5.0,4.89,4.82
172,172,5.0,5.0,,42.27667,-71.08169,1.0,1.0,1.0,1.0,30.0,180,30.0,30.0,180.0,180.0,30.0,180.0,,0,0,0,23.0,2.0,0.0,4.78,4.78,4.91,5.0,4.78,4.78
173,173,1.0,3.0,,42.35815,-71.07102,4.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,5.0,0.0,0.0,4.4,4.8,4.8,4.8,5.0,4.6
174,174,1.0,1.0,,42.32352198858505,-71.10688328334862,2.0,1.0,0.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,3,23.0,4.0,0.0,4.66,4.78,4.88,4.86,4.51,4.72
175,175,2.0,3.0,,42.34838,-71.13163,2.0,1.0,0.0,2.0,13.6,1125,60.0,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,23.0,1.0,0.0,4.89,4.92,4.97,4.98,4.84,4.82
176,176,1.0,1.0,,42.33257,-71.02959,4.0,1.5,2.0,2.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,23.0,8.0,0.0,4.92,4.91,4.97,5.0,4.9,4.75
177,177,2.0,2.0,,42.35779,-71.13347,2.8,1.2,1.3,1.5,2.0,1125,1.0,2.0,1125.0,1125.0,1.8,1125.0,,17,41,69,23.0,7.4,1.0,4.91,4.92,4.97,4.97,4.88,4.82
178,178,1.0,2.0,,42.31124,-71.06551,1.0,2.0,1.3,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,41.0,0.0,0.0,4.85,4.85,4.9,4.9,4.45,4.82
179,179,2.0,2.0,,42.31327,-71.10811,1.0,1.0,1.0,1.0,30.0,90,30.0,30.0,90.0,90.0,30.0,90.0,,18,48,78,36.0,4.0,1.0,4.67,4.72,4.75,4.81,4.86,4.58
180,180,6.0,7.0,,42.33034,-71.05802,2.0,1.2,1.3,1.5,5.0,29,5.0,5.0,1125.0,1125.0,5.0,1125.0,,30,60,90,23.0,15.0,0.0,4.61,4.68,4.8,4.75,4.51,4.56
181,181,4.0,5.0,,42.34041,-71.08384,4.0,1.2,2.0,1.5,29.0,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,52,82,100.0,0.0,0.0,4.98,4.97,4.97,4.99,4.86,4.9
182,182,1.0,1.0,,42.30542,-71.10409,4.0,1.0,2.0,3.0,2.0,31,1.0,2.0,1125.0,1125.0,2.0,1125.0,,14,18,41,23.0,7.4,1.0,4.92,4.94,4.99,4.98,4.81,4.86
183,183,1.0,3.0,,42.34024,-71.07483,6.0,1.2,3.0,1.5,5.0,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,9,39,69,35.0,12.0,0.0,5.0,4.97,4.97,5.0,4.94,4.89
184,184,31.0,34.0,,42.31681,-71.08001,1.0,1.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,6.0,0.0,0.0,5.0,5.0,5.0,5.0,4.83,5.0
185,185,12.0,13.0,,42.38704,-71.00581,2.0,1.2,1.0,1.5,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,0,15,45,85.0,0.0,0.0,4.48,4.74,4.87,4.82,4.61,4.48
186,186,7.0,12.0,,42.31163,-71.06351,4.0,1.0,3.0,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,11,41,71,23.0,2.0,0.0,4.81,4.9,4.95,4.94,4.49,4.83
187,187,2.0,2.0,,42.28629,-71.13839,3.0,1.0,2.0,2.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,25.0,0.0,0.0,4.64,4.64,4.76,4.72,4.64,4.52
188,188,1.0,2.0,,42.38455,-71.00217,4.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,26.0,0.0,0.0,4.85,4.92,4.81,4.85,4.69,4.77
189,189,31.0,34.0,,42.31676,-71.08,1.0,2.0,2.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,12,42,72,2.0,0.0,0.0,5.0,5.0,5.0,5.0,4.5,5.0
190,190,5.0,8.0,,42.33211,-71.09842,6.0,2.0,3.0,3.0,3.0,29,3.0,5.0,1125.0,1125.0,3.0,1125.0,,7,33,60,23.0,40.0,0.0,4.88,4.89,4.96,4.94,4.55,4.81
191,191,5.0,8.0,,42.3285,-71.09608,4.0,1.0,0.0,2.0,3.0,60,3.0,5.0,1125.0,1125.0,3.0,1125.0,,15,37,67,131.0,3.0,0.0,4.79,4.82,4.88,4.8,4.52,4.79
192,192,2.0,2.0,,42.34628,-71.08064,4.0,1.0,2.0,2.0,29.0,115,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,17,24,23.0,4.0,1.0,4.93,4.95,4.99,4.99,4.96,4.79
193,193,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,23,45,56,23.0,2.0,0.0,4.53,4.75,4.85,4.8,4.95,4.42
194,194,1.0,2.0,,42.38118,-71.06073,5.0,1.2,1.3,1.5,3.0,730,3.0,3.0,730.0,730.0,3.0,730.0,,8,8,8,34.0,3.0,0.0,4.97,4.97,5.0,4.97,4.94,4.88
195,195,1.0,1.0,,42.32448,-71.10664,4.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
196,196,3.0,3.0,,42.33509,-71.07847,1.0,1.5,1.0,1.0,13.6,355,12.7,13.1,355.0,355.0,14.5,355.0,,0,17,47,9.0,0.0,0.0,4.89,5.0,4.78,4.56,4.8,4.78
197,197,135.0,156.0,,42.34447,-71.07644,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,3,30,55,23.0,3.0,0.3,4.45,4.75,4.89,4.84,4.91,4.47
198,198,135.0,156.0,,42.34447,-71.07644,2.0,1.0,0.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,6,7,31,23.0,1.0,0.0,4.55,4.75,4.94,4.82,4.92,4.46
199,199,1.0,1.0,,42.35211,-71.13178,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
200,200,1.0,4.0,,42.33286,-71.04506,3.0,1.0,0.0,2.0,3.0,365,3.0,3.0,365.0,365.0,3.0,365.0,,21,51,81,94.0,19.0,0.0,4.86,4.88,4.97,4.97,4.89,4.75
201,201,1.0,2.0,,42.36726,-71.05424,4.0,1.5,2.0,2.0,3.0,60,1.0,3.0,60.0,60.0,3.0,60.0,,0,0,0,23.0,25.0,0.0,4.98,4.98,4.96,5.0,4.99,4.92
202,202,1.0,1.0,,42.34306,-71.0872,2.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
203,203,1.0,1.0,,42.33284,-71.04685,5.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
204,204,13.0,53.0,,42.3605,-71.12633,2.0,1.0,1.0,1.0,3.0,90,1.0,3.0,90.0,90.0,3.0,90.0,,10,19,43,23.0,38.0,1.0,4.89,4.95,4.96,4.94,4.75,4.81
205,205,3.0,5.0,,42.28516,-71.13772,1.0,1.0,1.0,1.0,3.0,365,1.0,3.0,365.0,365.0,3.0,365.0,,23,53,83,113.0,1.0,0.0,4.95,4.97,4.98,4.96,4.84,4.94
206,206,4.0,5.0,,42.35009,-71.07023,6.0,1.2,3.0,2.0,13.6,120,12.7,13.1,120.0,120.0,14.5,120.0,,27,57,87,14.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.79
207,207,6.0,7.0,,42.33034,-71.05802,2.0,1.0,1.0,1.0,5.0,29,5.0,5.0,1125.0,1125.0,5.0,1125.0,,29,59,84,23.0,14.0,0.0,4.44,4.58,4.72,4.68,4.45,4.47
208,208,1.0,2.0,,42.34459,-71.06999,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
209,209,13.0,53.0,,42.3605,-71.12633,2.0,1.0,1.0,1.0,75.0,365,75.0,75.0,365.0,365.0,75.0,365.0,,14,14,14,23.0,4.0,0.0,4.81,4.93,4.9,4.86,4.63,4.73
210,210,1.0,2.0,,42.32426,-71.05869,2.0,1.0,1.0,1.0,3.0,45,3.0,3.0,45.0,45.0,3.0,45.0,,27,29,33,24.0,18.0,0.0,4.96,4.88,4.88,5.0,4.75,4.92
211,211,20.0,53.0,,42.35964,-71.07094,7.0,2.0,1.3,1.5,7.0,365,4.0,7.0,1125.0,1125.0,6.5,1125.0,,23,53,83,23.0,21.0,0.0,4.96,4.96,5.0,5.0,4.99,4.81
212,212,5.0,8.0,,42.32966,-71.09597,4.0,1.0,0.0,2.0,3.0,90,3.0,5.0,1125.0,1125.0,3.0,1125.0,,12,42,72,23.0,19.0,0.0,4.69,4.82,4.91,4.8,4.58,4.61
213,213,5.0,6.0,,42.3,-71.11315,5.0,1.0,3.0,1.5,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,0,0,0,28.0,3.0,1.0,4.64,4.68,4.86,4.82,4.18,4.54
214,214,1.0,1.0,,42.35262,-71.07899,1.0,1.0,0.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,5,5,5,57.0,0.0,0.0,4.81,4.86,4.96,4.96,4.95,4.67
215,215,1.0,1.0,,42.31583,-71.11448,2.0,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,1,8,24,23.0,7.4,1.0,4.98,4.99,4.97,4.99,4.96,4.92
216,216,2.0,5.0,,42.31584,-71.09932,2.8,1.2,1.3,1.5,29.0,730,29.0,29.0,730.0,730.0,29.0,730.0,,28,58,88,42.0,1.0,0.0,4.6,4.61,4.85,4.8,4.2,4.53
217,217,11.0,11.0,,42.34144,-71.0763,4.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,84.0,0.0,0.0,4.83,4.89,4.93,4.95,4.9,4.62
218,218,1.0,7.0,,42.29828,-71.11048,2.8,2.0,1.3,1.5,3.0,29,3.0,4.0,1125.0,1125.0,3.0,1125.0,,14,44,74,23.0,24.0,0.0,4.92,4.93,4.96,4.96,4.78,4.78
219,219,6.0,7.0,,42.33034,-71.05802,2.0,1.0,1.0,1.0,5.0,29,5.0,5.0,1125.0,1125.0,5.0,1125.0,,29,59,89,123.0,16.0,1.0,4.59,4.53,4.77,4.75,4.52,4.53
220,220,1.0,1.0,,42.32932,-71.08925,2.0,1.0,1.0,1.0,3.0,30,3.0,3.0,30.0,30.0,3.0,30.0,,23,53,83,98.0,16.0,0.0,4.79,4.82,4.93,4.83,4.56,4.66
221,221,3.0,6.0,,42.28411,-71.11693,1.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,27,57,87,15.0,2.0,0.0,4.73,4.6,5.0,4.93,4.53,4.67
222,222,9.0,10.0,,42.34791,-71.04196,2.0,2.0,1.0,2.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,23.0,0.0,0.0,4.87,4.94,4.95,4.95,4.97,4.84
223,223,102.0,161.0,,42.34118,-71.14678,3.0,1.0,1.0,3.0,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,30,60,90,39.0,3.0,0.0,4.51,4.69,4.62,4.69,4.9,4.51
224,224,1.0,1.0,,42.37639,-71.06389,4.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,24.0,0.0,0.0,4.71,4.75,4.79,4.75,4.75,4.5
225,225,1.0,2.0,,42.34991,-71.06164,2.0,1.0,1.0,1.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,28,58,88,9.0,1.0,0.0,4.89,4.89,4.89,4.89,4.78,4.67
226,226,135.0,156.0,,42.34441,-71.07633,2.0,1.0,1.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,10,39,60,23.0,14.0,0.0,4.59,4.7,4.85,4.88,4.95,4.41
227,227,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,10,38,61,23.0,17.0,1.0,4.51,4.52,4.87,4.79,4.89,4.36
228,228,135.0,156.0,,42.34447,-71.07644,2.0,1.2,1.3,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,3,19,29,23.0,0.0,0.0,4.5,4.75,4.84,4.75,4.91,4.44
229,229,135.0,156.0,,42.34982,-71.08264,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,13,13,25,23.0,22.0,0.0,4.69,4.81,4.88,4.85,4.96,4.55
230,230,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,2,32,62,111.0,14.0,0.0,4.56,4.73,4.88,4.85,4.9,4.39
231,231,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,20,43,66,23.0,19.0,1.0,4.53,4.7,4.84,4.83,4.94,4.32
232,232,135.0,156.0,,42.34447,-71.07644,2.0,1.0,0.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,9,26,48,23.0,0.0,0.0,4.55,4.74,4.88,4.79,4.93,4.52
233,233,3.0,3.0,,42.31392,-71.06137,4.0,1.0,1.0,2.0,2.0,40,2.0,2.0,40.0,40.0,2.0,40.0,,26,56,86,122.0,24.0,1.0,4.9,4.89,4.93,4.9,4.73,4.75
234,234,31.0,34.0,,42.31676,-71.08,1.0,2.0,1.0,1.0,13.6,1000,12.7,13.1,1000.0,1000.0,14.5,1000.0,,30,60,90,11.0,0.0,0.0,4.91,4.7,4.9,4.9,4.4,5.0
235,235,135.0,156.0,,42.34441,-71.07633,2.0,1.0,0.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,18,48,66,140.0,11.0,1.0,4.47,4.53,4.87,4.71,4.9,4.23
236,236,31.0,34.0,,42.31676,-71.08,1.0,2.0,2.0,1.0,13.6,1000,12.7,13.1,1000.0,1000.0,14.5,1000.0,,30,60,90,5.0,0.0,0.0,4.6,5.0,4.8,5.0,4.8,4.2
